Subject,Body,manual_label
Info only,"Thursday's team event will start at 4PM in the large conference room snacks provided.

Thoughts?",Announcement / Info
New process in effect,Please be advised that all travel requests must now be submitted through the new system effective Monday.,Announcement / Info
FYI on doc updates,Here's the updated template we'll be using for QBRs moving forward.,Announcement / Info
Org change announcement,No action required just flagging the updated brand guidelines now live in the drive.,Announcement / Info
New process in effect,"As shared in the all-hands, the product org is being reorganized under new leadership.",Announcement / Info
New process in effect,"Thursday's team event will start at 4PM in the large conference room snacks provided.

Thoughts?",Announcement / Info
Info only,"Please be advised that all travel requests must now be submitted through the new system effective Monday.

Let me know if that works.",Announcement / Info
New process in effect,"Please be advised that all travel requests must now be submitted through the new system effective Monday.

Thanks!",Announcement / Info
Team event details,"Thursday's team event will start at 4PM in the large conference room snacks provided.

Thanks!",Announcement / Info
FYI on doc updates,"Thursday's team event will start at 4PM in the large conference room snacks provided.

Let me know if that works.",Announcement / Info
Team event details,No action required just flagging the updated brand guidelines now live in the drive.,Announcement / Info
Info only,"As shared in the all-hands, the product org is being reorganized under new leadership.

Let me know if that works.",Announcement / Info
Info only,"Here's the updated template we'll be using for QBRs moving forward.

Thanks!",Announcement / Info
Org change announcement,"Thursday's team event will start at 4PM in the large conference room snacks provided.

Talk soon.",Announcement / Info
New process in effect,"No action required just flagging the updated brand guidelines now live in the drive.

Thanks!",Announcement / Info
Fwd,Did you mean to send this to me?,Other / Uncategorized
Fwd,"¯\_(ツ)_/¯

Let me know if that works.",Other / Uncategorized
Something,"Hah, okay thanks I guess.

Thanks!",Other / Uncategorized
Re:,"Not sure what this is about forwarding again.

Thoughts?",Other / Uncategorized
Re:,"Hah, okay thanks I guess.

Thanks!",Other / Uncategorized
Fwd,"Hah, okay thanks I guess.

Talk soon.",Other / Uncategorized
Hi,"¯\_(ツ)_/¯

Thoughts?",Other / Uncategorized
?,¯\_(ツ)_/¯,Other / Uncategorized
Re:,"¯\_(ツ)_/¯

Thoughts?",Other / Uncategorized
Fwd,"¯\_(ツ)_/¯

Talk soon.",Other / Uncategorized
Fwd,"Hah, okay thanks I guess.",Other / Uncategorized
Something,"¯\_(ツ)_/¯

Let me know if that works.",Other / Uncategorized
Fwd,"¯\_(ツ)_/¯

Thoughts?",Other / Uncategorized
Fwd,"Not sure what this is about forwarding again.

Thoughts?",Other / Uncategorized
Hi,Weird I can't open the file. Try again?,Other / Uncategorized
Fwd,Not sure what this is about forwarding again.,Other / Uncategorized
Something,"Did you mean to send this to me?

Talk soon.",Other / Uncategorized
Fwd,"Not sure what this is about forwarding again.

Talk soon.",Other / Uncategorized
Something,"Hah, okay thanks I guess.

Let me know if that works.",Other / Uncategorized
Something,Did you mean to send this to me?,Other / Uncategorized
Something,¯\_(ツ)_/¯,Other / Uncategorized
?,"¯\_(ツ)_/¯

Talk soon.",Other / Uncategorized
Something,"Not sure what this is about forwarding again.

Talk soon.",Other / Uncategorized
?,Not sure what this is about forwarding again.,Other / Uncategorized
?,"Weird I can't open the file. Try again?

Thoughts?",Other / Uncategorized
Re:,Not sure what this is about forwarding again.,Other / Uncategorized
Hi,"Did you mean to send this to me?

Let me know if that works.",Other / Uncategorized
Fwd,"Weird I can't open the file. Try again?

Thoughts?",Other / Uncategorized
?,"Did you mean to send this to me?

Thanks!",Other / Uncategorized
Re:,"Hah, okay thanks I guess.",Other / Uncategorized
Fwd,¯\_(ツ)_/¯,Other / Uncategorized
Something,"¯\_(ツ)_/¯

Thoughts?",Other / Uncategorized
Re:,"Weird I can't open the file. Try again?

Talk soon.",Other / Uncategorized
Re:,Did you mean to send this to me?,Other / Uncategorized
?,"Hah, okay thanks I guess.

Talk soon.",Other / Uncategorized
?,Did you mean to send this to me?,Other / Uncategorized
Something,"Not sure what this is about forwarding again.

Let me know if that works.",Other / Uncategorized
Hi,"Hah, okay thanks I guess.

Talk soon.",Other / Uncategorized
Re:,¯\_(ツ)_/¯,Other / Uncategorized
Re:,"¯\_(ツ)_/¯

Let me know if that works.",Other / Uncategorized
Hi,Not sure what this is about forwarding again.,Other / Uncategorized
Hi,"Hah, okay thanks I guess.

Thanks!",Other / Uncategorized
?,"Not sure what this is about forwarding again.

Talk soon.",Other / Uncategorized
?,"Hah, okay thanks I guess.",Other / Uncategorized
Fwd,"Did you mean to send this to me?

Talk soon.",Other / Uncategorized
Fwd,"Did you mean to send this to me?

Let me know if that works.",Other / Uncategorized
?,"Did you mean to send this to me?

Talk soon.",Other / Uncategorized
Re:,Weird I can't open the file. Try again?,Other / Uncategorized
Fwd,"Hah, okay thanks I guess.

Thanks!",Other / Uncategorized
?,"Did you mean to send this to me?

Let me know if that works.",Other / Uncategorized
Something,"Not sure what this is about forwarding again.

Thoughts?",Other / Uncategorized
?,"Hah, okay thanks I guess.

Thanks!",Other / Uncategorized
Something,"Hah, okay thanks I guess.",Other / Uncategorized
?,"Hah, okay thanks I guess.

Thoughts?",Other / Uncategorized
Re:,"¯\_(ツ)_/¯

Thanks!",Other / Uncategorized
Hi,"Weird I can't open the file. Try again?

Thanks!",Other / Uncategorized
Fwd,"Not sure what this is about forwarding again.

Let me know if that works.",Other / Uncategorized
Re:,"Not sure what this is about forwarding again.

Let me know if that works.",Other / Uncategorized
Something,"Hah, okay thanks I guess.

Talk soon.",Other / Uncategorized
Something,"Did you mean to send this to me?

Let me know if that works.",Other / Uncategorized
?,"Hah, okay thanks I guess.

Let me know if that works.",Other / Uncategorized
Re:,"Did you mean to send this to me?

Thanks!",Other / Uncategorized
Something,"Weird I can't open the file. Try again?

Thoughts?",Other / Uncategorized
?,Weird I can't open the file. Try again?,Other / Uncategorized
?,"Weird I can't open the file. Try again?

Thanks!",Other / Uncategorized
Hi,"Not sure what this is about forwarding again.

Let me know if that works.",Other / Uncategorized
Fwd,"Not sure what this is about forwarding again.

Thanks!",Other / Uncategorized
Something,"¯\_(ツ)_/¯

Talk soon.",Other / Uncategorized
?,"¯\_(ツ)_/¯

Thanks!",Other / Uncategorized
Something,Weird I can't open the file. Try again?,Other / Uncategorized
Re:,"Did you mean to send this to me?

Talk soon.",Other / Uncategorized
Hi,"Not sure what this is about forwarding again.

Thanks!",Other / Uncategorized
Fwd,"Weird I can't open the file. Try again?

Thanks!",Other / Uncategorized
Hi,"Not sure what this is about forwarding again.

Talk soon.",Other / Uncategorized
Something,"Weird I can't open the file. Try again?

Let me know if that works.",Other / Uncategorized
Re:,"Not sure what this is about forwarding again.

Talk soon.",Other / Uncategorized
Re:,"Hah, okay thanks I guess.

Let me know if that works.",Other / Uncategorized
Something,Not sure what this is about forwarding again.,Other / Uncategorized
Hi,"Hah, okay thanks I guess.",Other / Uncategorized
Something,"Did you mean to send this to me?

Thanks!",Other / Uncategorized
Re:,"Weird I can't open the file. Try again?

Thoughts?",Other / Uncategorized
Fwd,Weird I can't open the file. Try again?,Other / Uncategorized
Fwd,"Hah, okay thanks I guess.

Let me know if that works.",Other / Uncategorized
Hi,Did you mean to send this to me?,Other / Uncategorized
Something,"¯\_(ツ)_/¯

Thanks!",Other / Uncategorized
Fwd,"¯\_(ツ)_/¯

Thanks!",Other / Uncategorized
Hi,"Weird I can't open the file. Try again?

Talk soon.",Other / Uncategorized
Re:,"Hah, okay thanks I guess.

Thoughts?",Other / Uncategorized
Hi,"Not sure what this is about forwarding again.

Thoughts?",Other / Uncategorized
Hi,"¯\_(ツ)_/¯

Talk soon.",Other / Uncategorized
Fwd,"Weird I can't open the file. Try again?

Let me know if that works.",Other / Uncategorized
?,"Weird I can't open the file. Try again?

Let me know if that works.",Other / Uncategorized
